Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
1,C,52.220791,6.8960983,null,45,null,null,null,1377336566078
2,D,52.220164057798684,6.887323837727308,89.60000000000002,10,null,275.25,0.75,1377337091000
3,C,52.21968788187951,6.88757554627955,89.10000000000002,10,null,187.02999877929688,0.9375,1377337174000
4,Dienst Uitvoering Onderwijs,52.218643287196755,6.889375224709511,88.5,5,null,132.58999633789062,1.375,1377337354000
5,B,52.219959371723235,6.894326834008098,87.70000000000005,5,null,0.3700000047683716,0.1875,1377337920000
6,C,52.21820726059377,6.89548596739769,83.89999999999998,5,null,93.98999786376953,0.5,1377338136000
7,C,52.21739404834807,6.897714715451002,91.10000000000002,5,null,46.790000915527344,0,1377338739000
8,Martin Meijers,52.2169747017324,6.899196887388825,100.5,5,null,17.8799991607666,0.0625,1377339280000
9,A,52.21886892803013,6.900364067405462,103.29999999999995,5,null,350.5199890136719,1.5,1377339774000
10,C,52.21963482443243,6.898907460272312,98.10000000000002,5,null,236.19000244140625,0.4375,1377339949000
11,Blauw,52.21948340535164,6.897931806743145,94.79999999999995,5,null,239.11000061035156,0.75,1377340031000
