Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21646200733499,6.902141760568241,104.37745736579978,16,null,252.2917022705078,1.6281518936157227,1377338149000
52.21645771350786,6.9019914502325985,104.02548421883834,16,null,263.6767272949219,1.545264720916748,1377338154000
52.21645821506057,6.90192154655015,104.1105612257534,12,null,264.7098693847656,1.5249584913253784,1377338157000
52.21647370195868,6.901794975114544,103.49983793798407,12,null,312.504638671875,1.3164414167404175,1377338164000
52.21650366231049,6.901717486709031,103.60977263221002,8,null,300.10076904296875,1.1944118738174438,1377338169000
52.21652629253968,6.901631066213447,103.16557006334605,12,null,314.1422424316406,0,1377338176000
52.21655062136901,6.901542534523135,102.35072057566326,12,null,311.2159729003906,0.9092624187469482,1377338182000
52.21660704226034,6.901443317672072,101.63484459103044,12,null,289.30975341796875,0.9754979014396667,1377338188000
52.21662179875642,6.9013146470527165,100.67404130716444,12,null,305.17218017578125,1.0595935583114624,1377338193000
52.21664687513224,6.901216641124669,100.0576706342321,12,null,259.28790283203125,1.0745761394500732,1377338198000
52.21661568928758,6.901110301948634,100.00200012261047,12,null,234.68821716308594,0,1377338204000
