Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp,TeamId,DeviceType,DeviceId
6,groen,52.22068274,6.89524116,96.69999694824219,4,null,null,0,1377339904000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
1,C,52.22069154,6.89522173,101.30000305175781,3,null,null,0,1377339984000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
3,C,52.22067304,6.89520513,100.9000015258789,4,null,null,0,1377340070000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
4,martin meijers,52.21689807,6.89913313,88,4,null,null,0,1377341068000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
5,geel,52.21697754,6.89903536,94.4000015258789,3,null,null,0,1377341135000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
17,D,52.21695949,6.89904593,91.80000305175781,3,null,null,0,1377341170000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
10,B,52.21695731,6.89904725,91.30000305175781,3,null,null,0,1377341173000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
7,C,52.21696045,6.89904937,91.9000015258789,4,null,null,0,1377341180000,AAD13,android,5146e44f-b51f-41cf-83e6-769b8b88b673
18,D,52.221786959999996,6.89656998,null,28,null,null,null,1377337722000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
20,C,52.221786959999996,6.89656998,null,28,null,null,null,1377337722000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
16,B,52.221786959999996,6.89656998,null,28,null,null,null,1377337722000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
19,B,52.22234669,6.89561256,89.5,48,null,null,0,1377338093000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
15,D,52.22227114,6.89565169,84.30000305175781,45,null,null,0,1377338298000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
14,D,52.22225604,6.89564655,85.0999984741211,32,null,null,0,1377338422000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
11,D,52.22222983,6.89564118,86.19999694824219,50,null,null,0,1377338614000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
13,dienst uitvoering onderwijs,52.2222288,6.89564119,86.4000015258789,143,null,null,0,1377338691000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
22,C,52.22222886,6.89564076,86.4000015258789,142,null,null,0,1377338703000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
12,B,52.22007513,6.89433968,72.30000305175781,19,null,201.10000610351562,0.5,1377338998000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
24,1.00,52.21980514444445,6.896307877777777,null,45,null,null,null,1377339622000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
8,B,52.21980514444445,6.896307877777777,null,45,null,null,null,1377339622000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
6,rood,52.220831610000005,6.895386250000001,null,18,null,null,null,1377339892000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
1,C,52.220683599999994,6.89541474,null,45,null,null,null,1377339985000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
3,D,52.22080451000001,6.895303480000001,null,19,null,null,null,1377340051000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
4,martin,52.21708942,6.89900506,94.5999984741211,38,null,355.20001220703125,2.25,1377341104000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
5,wit,52.21696887,6.8989409,92.5999984741211,28,null,236.3000030517578,0.25,1377341143000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
17,A,52.21695273,6.89908198,91.9000015258789,27,null,231.1999969482422,0.5,1377341185000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
10,C,52.2169059,6.89903782,85.69999694824219,26,null,null,0,1377341196000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
7,C,52.2169059,6.89903782,85.69999694824219,26,null,null,0,1377341196000,AAD13,android,6e486f5f-9c0f-4e01-862e-e6a93eb4428b
18,D,52.22102075831838,6.895452811744274,93.60161562576559,6,null,null,0,1377336571000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
20,C,52.22106283660369,6.898273824711799,90.65241420024793,16,null,51.53157043457031,0,1377336839999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
16,B,52.22234397325038,6.895492798766248,94.35417574351149,6,null,138.0975341796875,0,1377337841999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
19,B,52.22199501670613,6.896601898231739,89.7622378508118,8,null,344.4924011230469,0,1377338040999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
15,D,52.22185197346942,6.895215033258008,93.3877429204793,4,null,35.01628875732422,0,1377338286999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
14,D,52.221750122142936,6.89530219925701,97.59406996955151,8,null,null,0,1377338493000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
11,D,52.22137152883429,6.895108855428141,89.52928525961978,6,null,301.7091979980469,0,1377338585999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
13,Dienst Uitvoering Onderwijs,52.22141802577913,6.895228173076695,88.31117479709128,6,null,355.28131103515625,0,1377338679999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
22,C,52.22141802577913,6.895228173076695,88.31117479709128,6,null,355.28131103515625,0,1377338679999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
12,B,52.22008970910963,6.894276621057937,87.5311956709324,6,null,13.061602592468262,0.44431617856025696,1377339020999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
24,1. 00,52.21981158155932,6.896225590155199,89.59961155154728,6,null,111.20963287353516,0,1377339579000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
8,A,52.22062483847686,6.895491987665263,94.56887969432614,6,null,49.92458724975586,0.8708181977272034,1377339832000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
6,geel,52.22065923374587,6.895228164087611,91.54020918954893,4,null,146.0200958251953,0,1377339891000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
1,C,52.22067808309461,6.895199164472893,88.14064443804345,6,null,69.4498519897461,0,1377339986000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
3,B,52.22061135785331,6.895231147716037,86.63661783965745,6,null,216.6000213623047,0,1377340096999,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
4,Martin Meijers,52.21697756879602,6.899108364865437,97.00912700495448,8,null,119.42108917236328,0,1377341097000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
5,blauw,52.21697756878943,6.899108364860237,96.10744790184343,6,null,119.42108917236328,0,1377341120000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
17,B,52.21697756878943,6.899108364860237,96.10744790184343,6,null,119.42108917236328,0,1377341120000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
10,C,52.21697756878943,6.899108364860237,96.10744790184343,6,null,119.42108917236328,0,1377341120000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
7,C,52.21697756878943,6.899108364860237,96.10744790184343,6,null,119.42108917236328,0,1377341120000,AAD13,android,7b3fcee3-3f7d-4f9a-a4a1-90c17560e6d9
7,C,52.2205157,6.895970800000001,null,757,null,null,null,1377336781000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
10,C,52.218475146219134,6.898022415116429,114.5,45,null,230,0.9382500052452087,1377337529000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
17,B,52.21900132019073,6.899960730224848,95.79998779296875,10,null,10,0.1251000016927719,1377337862000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
5,orange,52.21650238148868,6.902786940336227,121.20001220703125,5,null,359,0,1377338759000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
4,Martin meijers,52.217120504938066,6.899065542966127,136,5,null,302,0,1377339604000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
3,C,52.21782496199012,6.899467706680298,112.70001220703125,30,null,16,0,1377339799000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
1,C,52.21782496199012,6.899467706680298,112.70001220703125,30,null,16,0,1377339799000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
6,blue,52.2189991408959,6.896307645365596,100.70001220703125,25,null,350,0.8756999969482422,1377340475000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
8,A,52.219625101424754,6.8959354888647795,89.70001220703125,50,null,347,1.376099944114685,1377340620000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
24,1.00,52.22045101225376,6.89530324190855,102.9000244140625,5,null,195,0,1377340944000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
12,B,52.219955432228744,6.894323984161019,90.20001220703125,5,null,244,0,1377341098000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
22,C,52.219955432228744,6.894323984161019,90.20001220703125,5,null,244,0,1377341098000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
13,dienst uitvoering onderwijs,52.219955432228744,6.894323984161019,90.20001220703125,5,null,244,0,1377341098000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
11,D,52.22135877236724,6.895186146721244,80.5999755859375,25,null,351,0,1377341717000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
14,D,52.22135877236724,6.895186146721244,80.5999755859375,25,null,351,0,1377341717000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
15,D,52.22135877236724,6.895186146721244,80.5999755859375,25,null,351,0,1377341717000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
19,C,52.22135877236724,6.895186146721244,80.5999755859375,15,null,351,0,1377341849000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
16,B,52.22135877236724,6.895186146721244,80.5999755859375,15,null,351,0,1377341849000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
20,C,52.22135877236724,6.895186146721244,80.5999755859375,15,null,351,0,1377341849000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
18,D,52.22135877236724,6.895186146721244,80.5999755859375,15,null,351,0,1377341849000,AAD14,android,3a17c853-d0ad-4d20-819d-81fed494cb25
7,C,52.2208585349245,6.894837717622592,98.57809723995372,32,null,null,0,1377336791288,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
10,C,52.21832109254382,6.898301886999238,88.77387823740182,4,null,251.697509765625,0,1377337553999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
17,A,52.21959515643558,6.900196253365005,89.51527711776562,6,null,174.42601013183594,0,1377338113000,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
5,orange,52.21653441896473,6.902695461020377,103.41114043389898,8,null,94.7984619140625,0,1377338752000,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
4,martin meijer,52.21689021824994,6.899183450906545,102.38650137013346,6,null,359.74072265625,0,1377339381000,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
3,A,52.21748017913229,6.899348538589955,96.86993092936454,32,null,152.4436798095703,0,1377339836000,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
1,C,52.21790237929517,6.8995592997187165,104.59445424293394,32,null,290.82073974609375,0,1377339951000,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
6,blue,52.21854982300082,6.896492578872053,223.2150830678824,96,null,null,0,1377340534348,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
8,A,52.22045981958038,6.895297185337008,90.62944895792972,8,null,323.95880126953125,0,1377340704999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
24,1. 00,52.219812126745104,6.896114448457769,92.89863672085166,8,null,329.2301025390625,0,1377340854999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
12,B,52.219886861082855,6.894352751340595,91.29390554206493,6,null,334.4454345703125,0,1377341225999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
22,C,52.219983941388904,6.894414871989856,91.17352090047744,8,null,205.46527099609375,0,1377341246999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
13,Dienst uitvoerend onderwijs,52.21994939011153,6.894449598276901,86.99355680080576,8,null,229.49835205078125,0,1377341305999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
11,D,52.22157082672083,6.895345197748715,89.72965000459341,4,null,90.41475677490234,0,1377341718999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
14,D,52.22353641635934,6.895682944849963,139.2555896599901,128,null,null,0,1377341781502,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
15,D,52.22144483403614,6.895315072740111,105.27746872494862,8,null,null,0,1377341836999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
19,C,52.22137979938325,6.895218960714074,94.57157266049609,6,null,null,0,1377341883999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
16,B,52.221362807435405,6.89509298190065,92.03479236112769,6,null,null,0,1377341945999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
20,C,52.22139795193755,6.895115017650376,91.19869835492072,6,null,null,0,1377341975999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
18,D,52.22137021175788,6.895145898837232,90.73679757565891,6,null,null,0,1377341992999,AAD14,android,bb01d752-5cbe-4445-836f-ab04b2837d9a
7,C,52.2207378,6.8964496,null,34.93199920654297,null,null,null,1377336917569,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
4,Martin Meijers,52.2170853,6.899118,null,49.98099899291992,null,null,null,1377337640740,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
17,A,52.21944448,6.90036863,86.5,20,null,347.29998779296875,1.75,1377338040066,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
10,C,52.21911844,6.89869838,95.9000015258789,28,null,187.3000030517578,0.75,1377338301358,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
20,C,52.22117766,6.89873934,88.19999694824219,23,null,326.6000061035156,0.25,1377338952163,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
21,2000,52.2216219,6.8972085,null,30,null,null,null,1377339166827,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
19,B,52.2216219,6.8972085,null,30,null,null,null,1377339166827,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
16,B,52.2218577,6.8955339,null,25,null,null,null,1377339431445,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
23,1.50,52.2207867,6.8955583,null,45.98699951171875,null,null,null,1377339863057,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
6,blauw,52.22006202,6.89566732,95.9000015258789,54,null,null,0,1377340032024,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
1,C,52.21994974,6.8957926,96.0999984741211,41,null,null,0,1377340112026,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
2,C,52.2178373,6.8972201,null,30,null,null,null,1377340352763,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
22,C,52.2178527,6.897207,null,30,null,null,null,1377340613526,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
12,B,52.2178527,6.897207,null,30,null,null,null,1377340613526,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
24,1.00,52.2178527,6.897207,null,30,null,null,null,1377340613526,AAF05,android,5f596dd6-a304-4d8d-96d8-39920a39c209
7,C,52.22066125,6.8965703,63.79999923706055,4,null,null,1,1377336554000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
4,Martin Meijers,52.21698792,6.8992263,89.5,3,null,null,0,1377337610000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
17,A,52.21947454,6.9003514,84.0999984741211,3,null,27.799999237060547,0.75,1377338060000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
10,C,52.21903494,6.89879188,90.5,4,null,182.6999969482422,1.25,1377338326000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
20,C,52.2211414,6.8980407,null,29.823999404907227,null,null,null,1377338629992,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
21,2000,52.2214925,6.8976247,null,30,null,null,null,1377338850007,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
19,B,52.22201285,6.89665353,96.5999984741211,3,null,13.5,0.75,1377339206000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
16,B,52.22234004,6.89542979,95.69999694824219,4,null,null,0,1377339437000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
23,1.50,52.22118964,6.89513111,75.19999694824219,6,null,170.5,0.5,1377339646000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
6,blue,52.21926368,6.89635973,84.9000015258789,3,null,null,0,1377340028000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
1,C,52.21812876,6.89661517,92.9000015258789,3,null,201.10000610351562,0.5,1377340286000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
2,C,52.21781536,6.89666713,91.19999694824219,4,null,null,0,1377340352910,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
22,C,52.21778229,6.89665268,92.4000015258789,4,null,null,0,1377340408000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
12,B,52.2169028,6.8978028,null,826,null,null,null,1377340546800,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
24,1.00,52.21777231,6.89680427,103.9000015258789,10,null,null,0,1377340574000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
11,D,52.2167646,6.8962433,null,772,null,null,null,1377340702466,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
15,B,52.21774479,6.89679996,108.9000015258789,7,null,null,0,1377340720000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
14,B,52.21774479,6.89679996,108.9000015258789,7,null,null,0,1377340720000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
13,dienst uitvoering onderwijs,52.21778387,6.89696058,123.9000015258789,8,null,null,0,1377340757000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
9,C,52.21778387,6.89696058,123.9000015258789,8,null,null,0,1377340757000,AAF05,android,625eb6cf-1c28-47c1-88df-b425a6f395fb
7,C,52.22061252,6.89680753,58.900001525878906,32,null,null,0.5,1377336918000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
4,martin meijers,52.21710794,6.89919525,88.80000305175781,3,null,null,0.5,1377337624000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
17,A,52.21945235,6.90029494,87.69999694824219,3,null,null,0.5,1377338044000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
10,C,52.21901306,6.89874662,92.30000305175781,3,null,192.3000030517578,1.346291184425354,1377338317000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
20,C,52.22100094,6.89819331,86.5,5,null,312.70001220703125,0.55901700258255,1377338611000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
21,2000,52.22100094,6.89819331,86.5,5,null,312.70001220703125,0.55901700258255,1377338611000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
19,B,52.2220224,6.89658468,92.5999984741211,3,null,null,0,1377339208000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
16,B,52.22223395,6.89534126,95,9,null,8.5,0.75,1377339416000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
23,1.50,52.22145024,6.8951522,92.19999694824219,3,null,null,0,1377339639000,AAF05,android,c0218174-cd7e-4b16-8b3d-02fcbef6ec51
9,C,52.2478252,6.8466031,null,61.659000396728516,null,null,null,1377429084380,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
13,Dienst Uitvoering Onderwijs,52.2478252,6.8466031,null,61.659000396728516,null,null,null,1377429084380,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
14,B,52.2478252,6.8466031,null,61.659000396728516,null,null,null,1377429084380,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
15,D,52.2478252,6.8466031,null,61.659000396728516,null,null,null,1377429084380,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
11,D,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
24,1.00,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
12,B,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
22,C,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
2,C,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
1,C,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
6,blauw,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
23,1.50,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
16,B,52.2478182,6.8466071,null,60.97200012207031,null,null,null,1377429119593,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
19,B,52.2477601,6.846617,null,55.69900131225586,null,null,null,1377429180237,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
21,2000,52.2477601,6.846617,null,55.69900131225586,null,null,null,1377429180237,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
20,C,52.2477601,6.846617,null,55.69900131225586,null,null,null,1377429180237,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
10,B,52.2477091,6.8466434,null,50.74800109863281,null,null,null,1377429200343,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
17,B,52.2477091,6.8466434,null,50.74800109863281,null,null,null,1377429200343,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
4,marko meijers,52.2477091,6.8466434,null,50.74800109863281,null,null,null,1377429200343,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
7,C,52.2477091,6.8466434,null,50.74800109863281,null,null,null,1377429200343,AAF06,android,b7460b57-b8f7-486c-8a50-36994e4b26c2
23,1.20,52.22127116,6.89524351,102.9000015258789,29,null,null,0,1377337511000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
11,D,52.22140569,6.89531358,101.19999694824219,11,null,null,0,1377337557000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
14,D,52.2202634,6.88738042,69.19999694824219,5,null,null,0,1377337870000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
15,D,52.22203507,6.89021731,75.9000015258789,4,null,null,0,1377338154000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
19,B,52.22204358,6.89660836,86.5999984741211,19,null,27.299999237060547,0.55901700258255,1377338517000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
16,B,52.22288979,6.89564772,81.5,16,null,null,0,1377338713000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
20,C,52.22120651,6.89898419,91.4000015258789,6,null,null,0,1377338991000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
10,C,52.22292195,6.8925646,103.0999984741211,9,null,null,0,1377340193000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
6,blauw,52.21864945,6.8950628,87.19999694824219,29,null,null,0,1377340511000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
24,2.50,52.21954169,6.89586418,83.0999984741211,9,null,null,0,1377340735000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
13,dienst uitvoering onderwijs,52.21954169,6.89586418,83.0999984741211,9,null,null,0,1377340735000,AAF07,android,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f
7,C,52.22086705,6.89566998,86.0999984741211,6,null,121.9000015258789,1.25,1377336243677,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
17,A,52.21951716,6.90033336,88.4000015258789,3,null,37.400001525878906,0.5,1377336617328,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
5,oranje,52.216448,6.90261522,89,4,null,349,1.1180340051651,1377337224107,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
4,Martin Meijers,52.21666176,6.89927976,111.80000305175781,9,null,316,0.25,1377337683445,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
1,C,52.21700886,6.89921937,90,5,null,17.899999618530273,0.5,1377337806605,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
3,A,52.2183153,6.8974354,null,1010,null,null,null,1377338942146,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
6,blauw,52.21914918,6.89637452,81.0999984741211,4,null,null,0,1377339327059,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
10,C,52.21960647,6.89872,89,6,null,316.79998779296875,0.5,1377339626056,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
20,C,52.22117532,6.89885307,90.19999694824219,8,null,10.899999618530273,0.25,1377339791155,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
24,1.00,52.21983592,6.89611163,93,9,null,null,0,1377340378302,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
12,B,52.21997944,6.89427145,90.30000305175781,6,null,null,0,1377340702193,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
13,Dienst Uitvoering Onderwijs,52.21855881,6.88956458,97,11,null,null,0,1377341523992,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
14,D,52.22015385,6.88728429,89.69999694824219,3,null,254.1999969482422,0.25,1377341812000,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
11,B,52.22071729,6.88982759,86.0999984741211,10,null,116.5999984741211,1.25,1377342050007,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
16,B,52.22145587,6.89127649,80.0999984741211,7,null,54.400001525878906,1,1377342176905,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
19,C,52.22163406,6.8929123,95.0999984741211,13,null,null,0,1377342288653,AAF09,android,588c8969-f62a-4ae4-bf4e-96530187e8e1
7,C,52.21941003326667,6.897981162527894,111.47199606954062,6,null,null,0,1377336447504,AAF09,android,855ae7a0-b70d-4d45-8ebf-6d0909a4d37e
17,A,52.21950294898438,6.9003217860532144,94.37196845516982,4,null,60.56370544433594,1.0810890197753906,1377336617000,AAF09,android,855ae7a0-b70d-4d45-8ebf-6d0909a4d37e
