Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp,TeamId,DeviceType,DeviceId
13,Dienst Uitvoering Onderwijs,52.22030122769272,6.897596027708516,40,5,2,null,0,1377769729000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
14,C,52.22005609893446,6.897757966077791,46,5,2,-1,0.3784815073013306,1377769749000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
15,D,52.21990426075851,6.897827703512179,45,5,2,175.4296875,0.7657493948936462,1377769765000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
21,2000,52.21953017641997,6.897928705445396,46,5,2,162.421875,0.660038948059082,1377769800000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
11,D,52.2195688589031,6.898140851414667,45,5,2,null,0,1377769817000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
12,B,52.21952808094417,6.898372024304138,44,5,3,87.1875,1.374747633934021,1377769824000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
24,1.50,52.21953725912815,6.898639071739184,43,5,3,null,0,1377769842000,AAA01,ios,5374b50e-1a21-47bf-86bd-7da66dffc23f
8,A,52.22118741189539,6.896169955311772,14.56342315673828,30,57,null,0,1377701324000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
23,1.50,52.22112132137233,6.895152798039195,46.43703842163086,10,16.06878314928352,null,0,1377704213000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
20,C,52.22133841777126,6.897390683252273,42.3565673828125,10,19,null,0,1377704488000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
11,D,52.22138296759174,6.895100401890886,42.12864303588867,10,19,null,0,1377704734000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
19,B,52.22194926025141,6.89665893735382,43.26959228515625,5,9.5,null,0,1377704971000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
15,D,52.22258523138445,6.892779056972009,62.87832641601562,10,9,null,0,1377705385000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
21,2000,52.22258523138445,6.892779056972009,46.41880035400391,10,10.86495779934956,null,0,1377705463000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
14,C,52.22248195069854,6.892746103545352,40.56563568115234,10,12.16654588011353,null,0,1377705504000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
13,Dienst uitvoering onderwijs,52.22248195069854,6.892746103545352,52.3614501953125,10,10.49329439891437,null,0,1377705542000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
12,B,52.22248195069854,6.892746103545352,57.42910003662109,10,9.410053946303126,null,0,1377705590000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
24,2.95,52.21981745976881,6.896210807562761,30.94825744628906,10,10.41858603982212,null,0,1377706079000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
22,C,52.2197948456087,6.89620450483242,44.00736236572266,10,10.48277175444609,null,0,1377706245000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
2,D,52.2198023327575,6.896239629772262,41.93663787841797,10,12.31242488097523,null,0,1377706402000,AAA03,ios,089edee1-6774-482a-ba9e-2d27ff24cfea
