Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.2209307,6.89546,null,22,null,null,null,1377336150598
52.22059044521302,6.895420253276825,92.60000000000002,5,null,111.58000183105469,0.0625,1377336153000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.8499984741211,0.0625,1377336154000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.55999755859375,0.0625,1377336155000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.44000244140625,0.125,1377336156000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.4000015258789,0.125,1377336157000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.37999725341797,0.125,1377336158000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.37000274658203,0.125,1377336159000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.36000061035156,0.125,1377336160000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.36000061035156,0,1377336161000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.36000061035156,0,1377336162000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.36000061035156,0,1377336163000
52.22059044521302,6.895420253276825,92.60000000000002,5,null,110.36000061035156,0,1377336164000
52.22057229839265,6.895439783111215,91.39999999999998,5,null,57.81999969482422,0.5,1377336165000
52.22058000974357,6.8954309821128845,91.20000000000005,5,null,12.329999923706055,0.8125,1377336166000
52.22058248240501,6.895417906343937,91.10000000000002,5,null,358.5899963378906,0.75,1377336167000
52.22057971637696,6.895412541925907,91,5,null,356.3399963378906,0.4375,1377336168000
52.22057598643005,6.8954080156981945,90.89999999999998,5,null,347.739990234375,0.375,1377336169000
52.220576531253755,6.895404579117894,90.89999999999998,5,null,343.8999938964844,0.1875,1377336170000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,347.0400085449219,0.125,1377336171000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,348.7300109863281,0.0625,1377336172000
52.2207943,6.895291,null,30,null,null,null,1377336170708
52.220576740801334,6.895403070375323,90.79999999999995,5,null,349.3900146484375,0.0625,1377336173000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,349.6499938964844,0,1377336174000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,349.760009765625,0.0625,1377336175000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,349.79998779296875,0.0625,1377336176000
52.220576740801334,6.895403070375323,90.79999999999995,5,null,349.82000732421875,0.125,1377336177000
52.22055918071419,6.8954080156981945,90.60000000000002,5,null,100.26000213623047,0.75,1377336178000
52.22054882906377,6.8954086024314165,90.60000000000002,5,null,143.32000732421875,0.9375,1377336179000
52.22053751349449,6.8954086024314165,90.60000000000002,5,null,161.3699951171875,1.0625,1377336180000
52.22052812576294,6.8954112008214,90.5,5,null,167.67999267578125,0.9375,1377336181000
52.22052121069282,6.895413044840097,90.39999999999998,5,null,174.88999938964844,0.6875,1377336182000
52.220517438836396,6.895409859716892,90.39999999999998,5,null,183.44000244140625,0.375,1377336183000
52.22051739692688,6.895409943535924,90.39999999999998,5,null,181.1999969482422,0.0625,1377336184000
52.22051924094558,6.8954068422317505,90.29999999999995,5,null,181.0399932861328,0.0625,1377336185000
52.22051924094558,6.8954068422317505,90.29999999999995,5,null,179.6699981689453,0,1377336186000
52.2205084702,6.895405417308211,90.20000000000005,5,null,169.85000610351562,0.6875,1377336187000
52.22050113603473,6.89540877006948,90.10000000000002,5,null,166.6999969482422,0.8125,1377336188000
52.22050113603473,6.89540877006948,90.10000000000002,5,null,166.6999969482422,0.8125,1377336188000
