Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
1,A,52.2209537,6.8954532,null,57.41600036621094,null,null,null,1377336603339
2,Martin Meijers,52.216837028972805,6.899150284007192,93.79998779296875,15,null,298,0.4378499984741211,1377337315000
3,Oranje,52.2164723,6.902195,null,39,null,null,null,1377337897345
4,A,52.21958834677935,6.900362139567733,97.70001220703125,10,null,357,1.0008000135421753,1377338416000
5,A,52.2183820232749,6.899907672777772,94.0999755859375,10,null,211,1.688849925994873,1377338626000
6,C,52.21834334079176,6.898650638759136,92.29998779296875,20,null,227,1.6262999773025513,1377338807000
7,C,52.217499199323356,6.893822494894266,103.70001220703125,10,null,234,0.5004000067710876,1377339298000
8,Blauw,52.21905693411827,6.896438738331199,92.5999755859375,15,null,81,1.0008000135421753,1377339714000
9,C,52.21956789493561,6.898770248517394,89.29998779296875,15,null,20,0,1377340075000
10,C,52.2214809,6.897499,null,30,null,null,null,1377340470688
11,1,00,52.219894831068814,6.896199602633715,101,25,null,345,1.6262999773025513,1377341218000
12,B,52.22009549383074,6.894461363554001,103.9000244140625,15,null,65,0,1377341604000
