Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.2204757,6.8887296,null,985,null,null,null,1377340993471
52.21913168307466,6.896703673838467,85.84772476253997,12,null,179.64158630371094,0,1377340994000
52.21913458920529,6.896702284736729,85.84572409632784,8,null,179.64158630371094,0,1377340995000
52.21914362582165,6.896652402965218,85.56014070590469,6,null,351.1144104003906,0,1377341011000
52.2204757,6.8887296,null,985,null,null,null,1377341013484
52.21914180946256,6.896645701320126,85.51477396013554,8,null,351.1144104003906,0,1377341014000
52.21914062141281,6.896629683834358,85.1291207621512,6,null,195.13531494140625,0,1377341021000
52.2204757,6.8887296,null,985,null,null,null,1377341033503
52.21914219376707,6.896623906960816,84.92747641812798,8,null,310.4004211425781,0,1377341034000
52.21914049572715,6.896623488727866,84.59222577604397,6,null,44.26277160644531,0,1377341037000
52.21906556678822,6.896703091608516,84.2410359331429,16,null,135.23150634765625,2.429464101791382,1377341046000
