Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
1,D,52.22084326,6.89532274,95.5999984741211,4,null,null,0,1377335932000
2,D,52.22084425,6.89532109,97.9000015258789,3,null,null,0,1377336023000
3,B,52.22085273,6.89532298,96.9000015258789,3,null,null,0,1377336085000
4,B,52.22194547,6.8966135,110,3,null,176.39999389648438,1.75,1377336327000
5,D,52.22193376,6.89666026,108.5,3,null,null,0,1377336373000
6,C,52.22017383,6.88666576,86.4000015258789,3,null,null,0,1377336750000
7,D,52.22129768,6.89516823,95.0999984741211,4,null,null,0,1377337167000
8,dienst uitvoerend onderwijs,52.22135729,6.89528653,93.30000305175781,3,null,null,0,1377337209000
9,C,52.22135723,6.89528778,93.19999694824219,3,null,null,0,1377337229000
10,B,52.22014719,6.89415451,89.30000305175781,4,null,null,0,1377337360000
