Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.22969818,6.89120108,85.69999694824219,4,null,188.5,3.5,1377338752000
52.22965603,6.89119625,85.4000015258789,4,null,189.60000610351562,3.75,1377338753000
52.22961531,6.89118962,86.0999984741211,4,null,190.5,4,1377338754000
52.22957728,6.89118303,87.4000015258789,4,null,190.8000030517578,3.75,1377338755000
52.22954622,6.8911734,88.4000015258789,4,null,190.8000030517578,3.75,1377338756000
52.2294813,6.89116265,90.9000015258789,5,null,191.89999389648438,3.5,1377338758000
52.22942103,6.89114253,92.5,4,null,193.3000030517578,3.25,1377338760000
52.22936793,6.89111658,87.5,4,null,193.8000030517578,3.25,1377338762000
52.2293133,6.89109421,85,5,null,194.10000610351562,3,1377338764000
52.22927141,6.89107213,84.30000305175781,4,null,198,2.75,1377338766000
52.22925292,6.89104997,84.30000305175781,4,null,204.10000610351562,2.5,1377338767000
52.22923464,6.89101318,85,5,null,218.3000030517578,2.75,1377338768000
52.22921858,6.89097458,85.0999984741211,5,null,224.1999969482422,2.75,1377338769000
52.22920128,6.89093005,85.0999984741211,5,null,229,3,1377338770000
52.229184,6.89088154,85.0999984741211,6,null,232.6999969482422,3,1377338771000
52.22916639,6.89081049,85.9000015258789,5,null,239.1999969482422,3.5,1377338772000
52.22914252,6.89074337,85.5999984741211,5,null,239.39999389648438,3.75,1377338773000
52.22910368,6.8906531,85.19999694824219,5,null,236.8000030517578,4.25,1377338774000
52.22907504,6.89059229,85.9000015258789,5,null,234.6999969482422,4.25,1377338775000
52.22905123,6.89052521,86.5,4,null,234.8000030517578,4.25,1377338776000
52.22903472,6.89046471,86.4000015258789,4,null,236.5,4,1377338777000
52.22902192,6.89040849,85.69999694824219,4,null,239.89999389648438,3.75,1377338778000
52.22900858,6.89035709,85.69999694824219,3,null,240.60000610351562,3.5,1377338779000
52.22899558,6.89031128,88,4,null,240,3.5,1377338780000
52.22897904,6.89026647,87.5999984741211,5,null,238.10000610351562,3.5,1377338781000
52.22894262,6.89018216,86.9000015258789,4,null,235.39999389648438,3.5,1377338783000
52.22892387,6.89013892,86.5999984741211,4,null,235.39999389648438,3.5,1377338784000
52.22890637,6.89010187,87.0999984741211,4,null,234.89999389648438,3.25,1377338785000
52.22888903,6.8900686,86.9000015258789,4,null,234.3000030517578,3.25,1377338786000
52.22886982,6.89002895,87.30000305175781,4,null,233.8000030517578,3,1377338787000
52.2288566,6.8899919,87.0999984741211,4,null,234.1999969482422,3,1377338788000
52.22884514,6.88996097,83.4000015258789,3,null,234.5,2.5,1377338789000
52.22883022,6.88992819,83.9000015258789,3,null,238.60000610351562,1.5,1377338791000
52.22883466,6.88988893,85.5,3,null,247,0.5,1377338795000
52.22883024,6.88984457,86.19999694824219,4,null,250.1999969482422,0.75,1377338798000
52.22881132,6.88981221,85.9000015258789,4,null,230,1.25,1377338800000
52.22877563,6.88979628,86.30000305175781,5,null,202.3000030517578,1.5,1377338802000
52.22873596,6.8898083,86.80000305175781,5,null,179.8000030517578,1.75,1377338804000
52.22871068,6.88981554,87.5999984741211,4,null,173.10000610351562,2,1377338805000
52.22868655,6.88981694,88.0999984741211,3,null,171.5,2,1377338806000
52.22864853,6.88981848,87.4000015258789,3,null,175.3000030517578,1.75,1377338808000
