Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21720976,6.89707894,97.69999694824219,25,null,127.9000015258789,1.1180340051651,1377337029912
52.21715697,6.89739036,96.5,39,null,106.80000305175781,1.5,1377337040941
52.21716461,6.89742506,96.0999984741211,38,null,99.80000305175781,1.25,1377337041910
52.21713755,6.89748464,95.4000015258789,36,null,137.60000610351562,0.75,1377337048920
52.21722019,6.89772393,96.5,33,null,91.5,1.1180340051651,1377337055910
52.21721295,6.8977317,95.9000015258789,30,null,91.5,0.9013878107070923,1377337056919
52.21722228,6.89776515,95.5999984741211,28,null,88.4000015258789,0.9013878107070923,1377337057922
52.21724525,6.89779111,95.80000305175781,26,null,75.9000015258789,1,1377337058928
52.21730279,6.89798982,94.80000305175781,27,null,81.80000305175781,1.25,1377337068915
52.21730579,6.89799346,94.30000305175781,25,null,83.4000015258789,1,1377337069912
52.21730351,6.89800749,94,22,null,91.4000015258789,1.1180340051651,1377337070903
52.21729655,6.89802588,93.0999984741211,20,null,107.9000015258789,1.1180340051651,1377337071912
52.21724905,6.89809866,90.69999694824219,18,null,121.4000015258789,1.1180340051651,1377337074912
52.21720205,6.89809388,91.69999694824219,16,null,127,1,1377337075914
