Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21947382079884,6.898375920128347,87.6373246662792,8,null,114.37785339355469,1.5186570882797241,1377339895000
52.21947032603018,6.898466077334867,86.97281367161328,8,null,66.703369140625,1.3256419897079468,1377339900000
52.2194996578824,6.898589466945415,86.54155769891578,12,null,61.58207702636719,1.4839214086532593,1377339904000
52.219486859068894,6.898665009348386,86.25626968594166,8,null,131.37454223632812,0,1377339908000
52.21952692955533,6.89877194189294,87.20209281853487,12,null,131.37454223632812,0,1377339914000
52.21956397683528,6.898814444864097,87.77871643087417,8,null,350.64874267578125,1.1289664506912231,1377339916000
52.21964874677782,6.898799549466746,88.94501316441372,8,null,354.0273742675781,1.330482840538025,1377339921000
52.219710592378455,6.898778061412819,89.5602269463548,8,null,356.6807556152344,1.5309689044952393,1377339923000
52.21980192611142,6.898732283147239,90.66661081028882,12,null,5.624395370483398,1.6258909702301025,1377339926000
52.219889162450265,6.898709555253313,91.28209074708677,8,null,346.9039001464844,1.6953059434890747,1377339928000
52.219937442078646,6.898684010328686,91.80673381147402,8,null,340.373779296875,1.6594889163970947,1377339930000
52.22000944457446,6.898669486876566,92.77862389435877,8,null,335.39337158203125,1.4929955005645752,1377339935000
52.22007481842894,6.898681615329626,93.17127774744851,8,null,7.086278915405273,1.382567286491394,1377339944000
52.22013674847344,6.898666864610388,93.33586606073213,8,null,344.5396728515625,1.0416748523712158,1377339949000
