Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21780043,6.89637325,99.69999694824219,15,null,83.4000015258789,1.25,1377339436541
52.2177681,6.89652221,101.19999694824219,11,null,42.599998474121094,0.75,1377339443022
52.21774981,6.89655992,99.30000305175781,10,null,42.599998474121094,0.5,1377339444410
52.21769598,6.89660533,97.30000305175781,11,null,42.599998474121094,0.5,1377339448399
52.21758781,6.8966842,96.80000305175781,11,null,42.599998474121094,0.75,1377339457563
52.21757618,6.8966891,97.19999694824219,10,null,42.599998474121094,0.75,1377339458394
52.21756625,6.89669095,97.30000305175781,9,null,42.599998474121094,0.75,1377339459406
52.21750451,6.89668524,95.9000015258789,8,null,175.5,0.5,1377339464593
52.2174991,6.89668181,96.4000015258789,7,null,175.5,0.5,1377339465425
52.21756329,6.89662652,130.3000030517578,5,null,null,0,1377339472009
52.21747375,6.89670691,125,10,null,147.3000030517578,1.75,1377339483817
