Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21781361718967,6.893325288719699,91.38882446289062,11.84000015258789,null,113.468505859375,2.373952627182007,1377340775000
52.21781468528737,6.893356922218537,92.78614807128906,11.829999923706055,null,35.439064025878906,1.9023703336715698,1377340776000
52.21780020380377,6.893476086172071,94.94286346435547,13.140000343322754,null,105.6408920288086,2.4579997062683105,1377340779000
52.21779560420431,6.893513442743793,95.19332122802734,12.520000457763672,null,122.17662048339844,2.5029191970825195,1377340780000
52.217749849607166,6.893615001691406,93.88538360595703,13.75,null,120.28561401367188,2.0974647998809814,1377340784000
52.21773640645592,6.893642677993964,93.3353042602539,12.899999618530273,null,125.96553039550781,2.0215976238250732,1377340785000
52.21772598422011,6.8936682144948,93.33833312988281,10.9399995803833,null,134.4998321533203,2.295210361480713,1377340786000
52.21772697636051,6.893678243860084,94.0252914428711,10.270000457763672,null,144.1655731201172,1.5427767038345337,1377340787000
52.217718231951494,6.893688557478915,94.92378234863281,10.1899995803833,null,150.13815307617188,0.3140549957752228,1377340790000
52.21770819333864,6.8937268123308595,95.0873031616211,9.979999542236328,null,122.33330535888672,1.543784260749817,1377340794000
52.21769557311474,6.893752190706222,95.07694244384766,9.460000038146973,null,144.48361206054688,1.9261420965194702,1377340795000
52.21764490455356,6.893824828806387,94.7697982788086,10.9399995803833,null,143.31466674804688,1.2479608058929443,1377340798000
52.21764724290651,6.893856070280158,94.91179656982422,10.3100004196167,null,143.31466674804688,0.0982552021741867,1377340801000
52.217646847527945,6.89389513932884,95.48023223876953,9.800000190734863,null,143.31466674804688,1.4571576118469238,1377340806000
52.217654026223855,6.894008026909826,96.47901153564453,10,null,78.41322326660156,1.0783722400665283,1377340810000
52.217642733543265,6.894123047900165,96.84571075439453,10.989999771118164,null,130.67430114746094,1.6023571491241455,1377340814000
52.21771131144895,6.894191135287275,97.23426055908203,12.520000457763672,null,337.31585693359375,1.2190126180648804,1377340822000
52.21776670065047,6.894275203933304,97.37604522705078,15.199999809265137,null,57.174251556396484,1.3679426908493042,1377340828000
