Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.218316225335,6.890940377488732,94.70001220703125,15,null,252,1.4386500120162964,1377337103000
52.2183310193941,6.89086209051311,94.29998779296875,10,null,272,0.8131499886512756,1377337106000
52.21832213457674,6.8907555565238,89.79998779296875,10,null,280,1.5012000799179077,1377337112000
52.21832293085754,6.890649609267712,87.79998779296875,10,null,292,1.1259000301361084,1377337117000
52.218323266133666,6.890554055571556,88.70001220703125,10,null,283,1.376099944114685,1377337120000
52.21832624170929,6.8904573284089565,88.5,10,null,278,0.8756999969482422,1377337124000
52.21833575516939,6.8903725035488605,89.20001220703125,10,null,288,1.1884499788284302,1377337128000
52.21834241878241,6.890282901003957,89.20001220703125,10,null,282,1.0008000135421753,1377337132000
52.21835805103183,6.8901981599628925,89.5,10,null,280,0.7506000399589539,1377337137000
52.218364044092596,6.890099253505468,89.4000244140625,10,null,284,0.8131499886512756,1377337142000
52.21837401855737,6.89001384191215,89.9000244140625,10,null,295,0.8756999969482422,1377337148000
52.218380933627486,6.889927173033357,90.5999755859375,10,null,290,0.8756999969482422,1377337153000
