Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
1,C,52.2199018,6.8960806,null,883,null,null,null,Sat Aug 24 2013 11:13:05 GMT+0200 (CEST)
2,1,50,52.2199022,6.8961273,null,795,null,null,null,Sat Aug 24 2013 11:14:03 GMT+0200 (CEST)
3,D,52.2199022,6.8961273,null,795,null,null,null,Sat Aug 24 2013 11:14:03 GMT+0200 (CEST)
4,B,52.2199022,6.8961273,null,795,null,null,null,Sat Aug 24 2013 11:14:03 GMT+0200 (CEST)
5,B,52.222776888705496,6.896635643398529,91.09977472240263,64,null,0,1.4061279296875,Sat Aug 24 2013 11:24:17 GMT+0200 (CEST)
6,2000,52.22590772397971,6.891156212093212,89.90217973312667,64,null,19.13875389099121,0,Sat Aug 24 2013 11:34:14 GMT+0200 (CEST)
7,D,52.22270432619406,6.889901614983258,112.70001849080658,80.81254577636719,null,227.0137481689453,0,Sat Aug 24 2013 11:42:15 GMT+0200 (CEST)
8,D,52.22033298,6.8872901,116.1,16,null,0,0,Sat Aug 24 2013 11:49:11 GMT+0200 (CEST)
9,dienst uitvoering onderwijs,52.2175801,6.889475,null,827,null,null,null,Sat Aug 24 2013 11:54:11 GMT+0200 (CEST)
10,B,52.220111527949875,6.894310017812262,89.80014635376568,48,null,145.51319885253906,0,Sat Aug 24 2013 12:04:35 GMT+0200 (CEST)
11,C,52.21601191,6.89066446,102.1,8,null,110.69999694824219,0.5,Sat Aug 24 2013 12:12:48 GMT+0200 (CEST)
12,oranje ,52.21653649,6.90252732,97.8,16,null,58.900001525878906,0.20000000298023224,Sat Aug 24 2013 12:24:00 GMT+0200 (CEST)
13,martin meijers,52.21694366,6.899133529999999,99.09999999933582,6,null,52,1.29102623462677,Sat Aug 24 2013 12:27:49 GMT+0200 (CEST)
14,A,52.21698833195062,6.89909607801469,101.80000138848365,16,null,24.26504135131836,0,Sat Aug 24 2013 12:28:39 GMT+0200 (CEST)
15,C,52.21737227,6.89768806,103,32,null,0,0,Sat Aug 24 2013 12:34:29 GMT+0200 (CEST)
16,C,52.2173766,6.89772855,102.1,48,null,0,0,Sat Aug 24 2013 12:34:57 GMT+0200 (CEST)
