Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.21924129,6.89390022,95.30000305175781,7,null,337.70001220703125,1.25,1377340437000
52.21929891,6.89382407,95.5999984741211,4,null,354.6000061035156,1,1377340442000
52.2193214,6.89380945,96.0999984741211,4,null,356.79998779296875,1,1377340444000
52.21936495,6.89381574,96.9000015258789,4,null,17.700000762939453,1,1377340447000
52.21938842,6.89383669,96.30000305175781,4,null,32.099998474121094,1,1377340449000
52.21941068,6.89385746,93.19999694824219,3,null,40,0.75,1377340451000
52.21942825,6.89386734,92,3,null,40,0.5,1377340453000
52.21940774,6.89387464,89.5,3,null,null,0,1377340455000
52.2194281,6.8938662,88.19999694824219,3,null,40,0.75,1377340463000
52.21944251,6.89384927,91.0999984741211,3,null,326,1,1377340465000
52.21945928,6.89383292,91,3,null,330.20001220703125,1,1377340467000
52.2194779,6.89382278,90.5999984741211,3,null,339.3999938964844,1,1377340469000
52.21950422,6.89380639,91.19999694824219,3,null,335.1000061035156,1,1377340472000
52.21954186,6.89376141,95.9000015258789,3,null,328.3999938964844,1,1377340478000
52.21956163,6.89373873,97.19999694824219,3,null,331.70001220703125,1.25,1377340480000
52.21958366,6.89372128,97.4000015258789,4,null,338.20001220703125,1.25,1377340482000
52.21961137,6.89371037,97.0999984741211,4,null,346.29998779296875,1,1377340485000
