Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp
52.2192877,6.89480583,79.5,7,null,157.89999389648438,1.25,1377337705000
52.21928113,6.89481619,79.4000015258789,7,null,159.1999969482422,1.25,1377337706000
52.21927179,6.89482196,79.30000305175781,9,null,159.1999969482422,1.25,1377337707000
52.21926539,6.89483818,78.9000015258789,7,null,160.8000030517578,1,1377337708000
52.21925667,6.89484672,78.9000015258789,8,null,163.3000030517578,1,1377337709000
52.2192474,6.89485612,78.80000305175781,9,null,166.10000610351562,1,1377337710000
52.21923959,6.89487217,78.9000015258789,10,null,165.60000610351562,1,1377337711000
52.219231979999996,6.89487991,78.9000015258789,11,null,165,1,1377337712000
52.21917689,6.8949342,78.5,11,null,160.3000030517578,1,1377337718000
52.2191695,6.89493878,78.69999694824219,11,null,162.10000610351562,1,1377337719000
52.2191629,6.89494483,78.80000305175781,11,null,163.5,1,1377337720000
52.2191501,6.89494984,79,11,null,166.3000030517578,1,1377337721000
52.21912719,6.8949503,79.5,11,null,170.89999389648438,1.25,1377337722000
52.21910968,6.89495185,79.0999984741211,11,null,171.5,1.25,1377337723000
52.21908982,6.89495537,79.9000015258789,12,null,172.5,1.25,1377337724000
52.2190721,6.89495804,80.0999984741211,13,null,173.5,1.25,1377337725000
52.21905738,6.89496019,80.30000305175781,12,null,170.8000030517578,1,1377337726000
52.2190491,6.89497413,80.4000015258789,11,null,169,1,1377337727000
52.21903865,6.89499281,81.30000305175781,10,null,164.8000030517578,1,1377337728000
52.21902854,6.89500762,81.0999984741211,10,null,158,0.75,1377337729000
52.2190119,6.89504261,81.69999694824219,8,null,148,0.75,1377337732000
52.21900163,6.8950486,81.5999984741211,8,null,153.10000610351562,0.75,1377337733000
52.21899141,6.8950572,82,7,null,153.60000610351562,1,1377337734000
52.21898013,6.89506565,82.0999984741211,6,null,154.5,1,1377337735000
52.21897064,6.89507301,83.19999694824219,6,null,156.60000610351562,1,1377337736000
52.21896221,6.89508265,84.30000305175781,6,null,153.39999389648438,1,1377337737000
52.21895674,6.89509239,84.69999694824219,6,null,152.89999389648438,0.75,1377337738000
52.2189494,6.89509887,84.80000305175781,6,null,152.89999389648438,0.75,1377337739000
52.21894168,6.89510451,85.19999694824219,6,null,152.89999389648438,0.75,1377337740000
52.21893497,6.89510604,84.9000015258789,6,null,152.89999389648438,0.5,1377337741000
52.21892721,6.89511198,84.69999694824219,6,null,152.89999389648438,0.5,1377337742000
52.21891981,6.89511556,84.9000015258789,6,null,152.89999389648438,0.5,1377337743000
52.2189137,6.89512398,85.5999984741211,6,null,152.89999389648438,0.5,1377337744000
52.21890544,6.89514197,85.80000305175781,6,null,152.89999389648438,0.25,1377337745000
52.21888715,6.89516345,87.4000015258789,5,null,152.89999389648438,0.5,1377337746000
52.21886888,6.89518339,87.5,5,null,152.89999389648438,0.75,1377337747000
52.21885076,6.89519812,88.30000305175781,5,null,152.89999389648438,0.75,1377337748000
52.21883317,6.89520849,89.5999984741211,5,null,186.8000030517578,0.75,1377337749000
52.21881972,6.89521228,89.80000305175781,4,null,186.8000030517578,0.75,1377337750000
52.21880557,6.89521318,89.69999694824219,4,null,186.8000030517578,0.75,1377337751000
52.21879963,6.89520761,89.5999984741211,6,null,186.8000030517578,0.75,1377337752000
52.21877922,6.89521702,84.0999984741211,4,null,215.8000030517578,0.75,1377337753000
52.218766,6.89521322,84.9000015258789,4,null,219.39999389648438,1,1377337754000
52.2187545,6.89520827,85.4000015258789,4,null,220.1999969482422,1,1377337755000
52.21874302,6.89519709,85.5999984741211,4,null,223.3000030517578,1,1377337756000
52.21873278,6.89518655,85.80000305175781,4,null,224.39999389648438,1.25,1377337757000
52.21872334,6.8951768,86.0999984741211,4,null,224.60000610351562,1.25,1377337758000
52.21871363,6.89516547,86.4000015258789,4,null,225,1.25,1377337759000
52.21870547,6.89515526,85.9000015258789,4,null,223.89999389648438,1,1377337760000
52.21869764,6.89514411,85.80000305175781,4,null,223.39999389648438,1,1377337761000
52.21869071,6.89513202,85.4000015258789,4,null,225.5,1,1377337762000
